sentence,departure,arrival
Montpellier est une belle ville. Je veux y aller en train depuis Nantes.,Nantes,Montpellier
Le voyage de Calais à Nantes en train est une excellente idée.,Calais,Nantes
"De Pau à La Rochelle, le train est le choix le plus pratique.",Pau,La Rochelle
Je m'apprête à réserver un billet de train pour Marseille depuis Bordeaux.,Bordeaux,Marseille
"Allons de Saint-Étienne à Béziers en train, qu'en penses-tu ?",Saint-Étienne,Béziers
C'est le moment idéal pour un voyage de Le Havre à Béziers en train.,Le Havre,Béziers
Le train est le meilleur moyen de se rendre de Béziers à Toulon.,Béziers,Toulon
Le train de Amiens à Toulon offre une vue magnifique.,Amiens,Toulon
Je souhaite découvrir Lille en prenant le train depuis La Rochelle.,La Rochelle,Lille
Partir de Béziers pour Lille en train serait génial.,Béziers,Lille
"De Nice à Calais, le train est le choix le plus pratique.",Nice,Calais
"De Rennes à Marseille, le train est le choix le plus pratique.",Rennes,Marseille
C'est le moment idéal pour un voyage de Le Havre à Perpignan en train.,Le Havre,Perpignan
C'est le moment idéal pour un voyage de Paris à Nice en train.,Paris,Nice
Le voyage de Perpignan à Nice en train est une excellente idée.,Perpignan,Nice
Partir de Perpignan pour Montpellier en train serait génial.,Perpignan,Montpellier
Besançon est une belle ville. Je veux y aller en train depuis Lille.,Lille,Besançon
"Voyager de Bordeaux à Clermont-Ferrand en train, est-ce une option possible ?",Bordeaux,Clermont-Ferrand
Le train est le meilleur moyen de se rendre de Strasbourg à Perpignan.,Strasbourg,Perpignan
Partir de Marseille pour Strasbourg en train serait génial.,Marseille,Strasbourg
Je prévois de voyager de Rouen à Saint-Denis en train.,Rouen,Saint-Denis
Je prévois de voyager de Nantes à Aix-en-Provence en train.,Nantes,Aix-en-Provence
Je souhaite découvrir Pau en prenant le train depuis Clermont-Ferrand.,Clermont-Ferrand,Pau
Le train est le meilleur moyen de se rendre de Calais à Amiens.,Calais,Amiens
Je veux prendre le train de Saint-Étienne à Clermont-Ferrand.,Saint-Étienne,Clermont-Ferrand
Partir de Marseille pour Amiens en train serait génial.,Marseille,Amiens
"Voyager de Nîmes à La Rochelle en train, est-ce une option possible ?",Nîmes,La Rochelle
Je vais explorer Aix-en-Provence en train en partant de Le Havre.,Le Havre,Aix-en-Provence
Le voyage de Clermont-Ferrand à Béziers en train est une excellente idée.,Clermont-Ferrand,Béziers
Le trajet en train de Tourcoing à Clermont-Ferrand est long mais pittoresque.,Tourcoing,Clermont-Ferrand
"De Pau à Toulon, le train est le choix le plus pratique.",Pau,Toulon
"De Paris à Lille, le train est mon choix préféré.",Paris,Lille
"De Le Havre à Saint-Denis, le train est mon choix préféré.",Le Havre,Saint-Denis
Je prévois de voyager de Lille à Toulon en train.,Lille,Toulon
"Pour mes prochaines vacances, je vais de Nice à Toulon en train.",Nice,Toulon
"Voyager de Clermont-Ferrand à Amiens en train, est-ce une option possible ?",Clermont-Ferrand,Amiens
Le train est le meilleur moyen de se rendre de Rennes à Béziers.,Rennes,Béziers
"Pour mes prochaines vacances, je vais de Lille à Rennes en train.",Lille,Rennes
Je rêve de visiter Nice en prenant le train depuis Nîmes.,Nîmes,Nice
Je veux prendre le train de Marseille à Béziers.,Marseille,Béziers
Je songe à voyager en train de Perpignan vers Rennes.,Perpignan,Rennes
Marseille est une belle ville. Je veux y aller en train depuis Toulon.,Toulon,Marseille
Je songe à voyager en train de Toulouse vers Perpignan.,Toulouse,Perpignan
Le train de Pau à Strasbourg est-il disponible demain ?,Pau,Strasbourg
J'ai prévu de partir en train de Perpignan à Clermont-Ferrand.,Perpignan,Clermont-Ferrand
Le train de Perpignan à Le Mans offre une vue magnifique.,Perpignan,Le Mans
Le trajet en train de Béziers à Toulon est long mais pittoresque.,Béziers,Toulon
Je rêve de faire un voyage en train de Béziers à Tourcoing.,Béziers,Tourcoing
"Pour mes prochaines vacances, je vais de Paris à Strasbourg en train.",Paris,Strasbourg
Partir de Bordeaux pour Orléans en train serait génial.,Bordeaux,Orléans
Pourquoi ne pas partir de Montpellier à Calais en train ce week-end ?,Montpellier,Calais
Le trajet en train de Lyon à Nîmes est long mais pittoresque.,Lyon,Nîmes
Partir de Le Havre pour Lyon en train serait génial.,Le Havre,Lyon
"De Béziers à Nantes, le train est mon choix préféré.",Béziers,Nantes
"Voyager de Perpignan à Le Havre en train, est-ce une option possible ?",Perpignan,Le Havre
Le train est le meilleur moyen de se rendre de Saint-Denis à Lyon.,Saint-Denis,Lyon
"Pour mes prochaines vacances, je vais de Rouen à Lille en train.",Rouen,Lille
Je rêve de faire un voyage en train de Le Mans à Orléans.,Le Mans,Orléans
Mon prochain voyage sera de Orléans à Saint-Denis en train.,Orléans,Saint-Denis
J'ai prévu de partir en train de Le Mans à Toulon.,Le Mans,Toulon
Mon prochain voyage sera de Paris à Besançon en train.,Paris,Besançon
Je songe à voyager en train de Montpellier vers Toulouse.,Montpellier,Toulouse
Le voyage de Besançon à Lille en train est une excellente idée.,Besançon,Lille
Le trajet en train de Paris à Lille est long mais pittoresque.,Paris,Lille
Je veux prendre le train de Toulon à Orléans.,Toulon,Orléans
J'ai prévu de partir en train de Besançon à Nantes.,Besançon,Nantes
J'ai prévu de partir en train de Besançon à Rennes.,Besançon,Rennes
Pourquoi ne pas partir de Saint-Étienne à Pau en train ce week-end ?,Saint-Étienne,Pau
"Voyager de Nice à Béziers en train, est-ce une option possible ?",Nice,Béziers
Je veux prendre le train de Orléans à Nice.,Orléans,Nice
Partir de Béziers pour Le Mans en train serait génial.,Béziers,Le Mans
Je m'apprête à réserver un billet de train pour Pau depuis Rouen.,Rouen,Pau
Je souhaite découvrir Aix-en-Provence en prenant le train depuis Bordeaux.,Bordeaux,Aix-en-Provence
C'est le moment idéal pour un voyage de La Rochelle à Lille en train.,La Rochelle,Lille
"Pour mes prochaines vacances, je vais de Amiens à Besançon en train.",Amiens,Besançon
Je rêve de visiter Clermont-Ferrand en prenant le train depuis Nantes.,Nantes,Clermont-Ferrand
"Allons de Aix-en-Provence à Calais en train, qu'en penses-tu ?",Aix-en-Provence,Calais
"De Strasbourg à Perpignan, le train est mon choix préféré.",Strasbourg,Perpignan
Pourquoi ne pas partir de Paris à Le Havre en train ce week-end ?,Paris,Le Havre
"Allons de Toulouse à Rouen en train, qu'en penses-tu ?",Toulouse,Rouen
Je rêve de faire un voyage en train de Tourcoing à Montpellier.,Tourcoing,Montpellier
Je songe à voyager en train de Strasbourg vers Bordeaux.,Strasbourg,Bordeaux
Le train est le meilleur moyen de se rendre de Montpellier à Bordeaux.,Montpellier,Bordeaux
J'ai prévu de partir en train de Paris à Rouen.,Paris,Rouen
Mon prochain voyage sera de Nice à Strasbourg en train.,Nice,Strasbourg
Partir de Saint-Denis pour Nice en train serait génial.,Saint-Denis,Nice
Le voyage de Montpellier à Limoges en train est une excellente idée.,Montpellier,Limoges
Le voyage de Bordeaux à Saint-Étienne en train est une excellente idée.,Bordeaux,Saint-Étienne
Je m'apprête à réserver un billet de train pour Nîmes depuis Toulouse.,Toulouse,Nîmes
"Voyager de La Rochelle à Nîmes en train, est-ce une option possible ?",La Rochelle,Nîmes
Le trajet en train de Marseille à Clermont-Ferrand est long mais pittoresque.,Marseille,Clermont-Ferrand
"De Le Mans à Toulon, le train est mon choix préféré.",Le Mans,Toulon
Pourquoi ne pas partir de Béziers à Perpignan en train ce week-end ?,Béziers,Perpignan
Je vais explorer Calais en train en partant de Nîmes.,Nîmes,Calais
"De Amiens à Besançon, le train est mon choix préféré.",Amiens,Besançon
Je souhaite découvrir Le Havre en prenant le train depuis Orléans.,Orléans,Le Havre
"Voyager de Lille à Le Mans en train, est-ce une option possible ?",Lille,Le Mans
J'ai prévu de partir en train de Strasbourg à Orléans.,Strasbourg,Orléans
"Pour mes prochaines vacances, je vais de Nantes à Bordeaux en train.",Nantes,Bordeaux
"Allons de Le Havre à La Rochelle en train, qu'en penses-tu ?",Le Havre,La Rochelle
"Voyager de Rouen à Tourcoing en train, est-ce une option possible ?",Rouen,Tourcoing
Pourquoi ne pas partir de Le Havre à Marseille en train ce week-end ?,Le Havre,Marseille
Le train de Rouen à Aix-en-Provence est-il disponible demain ?,Rouen,Aix-en-Provence
Partir de Strasbourg pour Besançon en train serait génial.,Strasbourg,Besançon
Le voyage de Rennes à Le Havre en train est une excellente idée.,Rennes,Le Havre
Je souhaite découvrir Paris en prenant le train depuis Aix-en-Provence.,Aix-en-Provence,Paris
Partir de La Rochelle pour Toulon en train serait génial.,La Rochelle,Toulon
Je prévois de voyager de Perpignan à Amiens en train.,Perpignan,Amiens
Le train de Le Mans à Montpellier est-il disponible demain ?,Le Mans,Montpellier
"Voyager de Rennes à Nice en train, est-ce une option possible ?",Rennes,Nice
"Pour mes prochaines vacances, je vais de Paris à Montpellier en train.",Paris,Montpellier
Le trajet en train de Rouen à Nice est long mais pittoresque.,Rouen,Nice
Mon prochain voyage sera de Tourcoing à Montpellier en train.,Tourcoing,Montpellier
C'est le moment idéal pour un voyage de Le Havre à Nice en train.,Le Havre,Nice
Partir de Le Mans pour Nantes en train serait génial.,Le Mans,Nantes
"Voyager de Nantes à Le Havre en train, est-ce une option possible ?",Nantes,Le Havre
Je rêve de faire un voyage en train de Clermont-Ferrand à Rouen.,Clermont-Ferrand,Rouen
Je m'apprête à réserver un billet de train pour Perpignan depuis Rennes.,Rennes,Perpignan
"Pour mes prochaines vacances, je vais de Bordeaux à Pau en train.",Bordeaux,Pau
C'est le moment idéal pour un voyage de Nice à Amiens en train.,Nice,Amiens
"Allons de Pau à Bordeaux en train, qu'en penses-tu ?",Pau,Bordeaux
Le trajet en train de Nice à Lyon est long mais pittoresque.,Nice,Lyon
Le train de Orléans à Amiens offre une vue magnifique.,Orléans,Amiens
Le voyage de Toulon à Calais en train est une excellente idée.,Toulon,Calais
Je veux prendre le train de Paris à Nantes.,Paris,Nantes
"De Toulouse à Rennes, le train est le choix le plus pratique.",Toulouse,Rennes
Pourquoi ne pas partir de Calais à Béziers en train ce week-end ?,Calais,Béziers
J'ai prévu de partir en train de Béziers à La Rochelle.,Béziers,La Rochelle
"Allons de Orléans à Limoges en train, qu'en penses-tu ?",Orléans,Limoges
Le train de Besançon à Nantes est-il disponible demain ?,Besançon,Nantes
Je vais explorer Nantes en train en partant de Nice.,Nice,Nantes
Je prévois de voyager de La Rochelle à Nîmes en train.,La Rochelle,Nîmes
Je rêve de visiter Béziers en prenant le train depuis Tourcoing.,Tourcoing,Béziers
Perpignan est une belle ville. Je veux y aller en train depuis Lille.,Lille,Perpignan
"De Amiens à Strasbourg, le train est mon choix préféré.",Amiens,Strasbourg
Je rêve de visiter Limoges en prenant le train depuis Saint-Denis.,Saint-Denis,Limoges
Amiens est une belle ville. Je veux y aller en train depuis Nice.,Nice,Amiens
Je souhaite découvrir Le Mans en prenant le train depuis Nîmes.,Nîmes,Le Mans
Partir de Perpignan pour Toulouse en train serait génial.,Perpignan,Toulouse
Je rêve de faire un voyage en train de Limoges à Rouen.,Limoges,Rouen
"De La Rochelle à Pau, le train est mon choix préféré.",La Rochelle,Pau
Je souhaite découvrir Nantes en prenant le train depuis Nîmes.,Nîmes,Nantes
Je souhaite découvrir Amiens en prenant le train depuis Tourcoing.,Tourcoing,Amiens
"Pour mes prochaines vacances, je vais de Besançon à Rennes en train.",Besançon,Rennes
Mon prochain voyage sera de Le Mans à La Rochelle en train.,Le Mans,La Rochelle
Le train de Rennes à Orléans est-il disponible demain ?,Rennes,Orléans
Le voyage de Lyon à Nîmes en train est une excellente idée.,Lyon,Nîmes
Je m'apprête à réserver un billet de train pour Le Mans depuis Toulouse.,Toulouse,Le Mans
Je souhaite découvrir Besançon en prenant le train depuis Lyon.,Lyon,Besançon
Pourquoi ne pas partir de Saint-Denis à Lyon en train ce week-end ?,Saint-Denis,Lyon
Partir de Rennes pour Nantes en train serait génial.,Rennes,Nantes
Mon prochain voyage sera de Bordeaux à Paris en train.,Bordeaux,Paris
Partir de Clermont-Ferrand pour Saint-Étienne en train serait génial.,Clermont-Ferrand,Saint-Étienne
Je vais explorer Aix-en-Provence en train en partant de Montpellier.,Montpellier,Aix-en-Provence
Le voyage de Clermont-Ferrand à Rouen en train est une excellente idée.,Clermont-Ferrand,Rouen
Mon prochain voyage sera de Orléans à Clermont-Ferrand en train.,Orléans,Clermont-Ferrand
Je prévois de voyager de Amiens à Besançon en train.,Amiens,Besançon
Je rêve de faire un voyage en train de Nîmes à Calais.,Nîmes,Calais
Je songe à voyager en train de Lille vers Saint-Denis.,Lille,Saint-Denis
Je veux prendre le train de Béziers à Clermont-Ferrand.,Béziers,Clermont-Ferrand
C'est le moment idéal pour un voyage de Le Havre à Nîmes en train.,Le Havre,Nîmes
Pourquoi ne pas partir de Rennes à Lille en train ce week-end ?,Rennes,Lille
C'est le moment idéal pour un voyage de Le Havre à Saint-Étienne en train.,Le Havre,Saint-Étienne
Je souhaite découvrir Lyon en prenant le train depuis Nantes.,Nantes,Lyon
Je rêve de faire un voyage en train de Orléans à Besançon.,Orléans,Besançon
Pourquoi ne pas partir de Toulouse à Saint-Denis en train ce week-end ?,Toulouse,Saint-Denis
Je souhaite découvrir Le Mans en prenant le train depuis Bordeaux.,Bordeaux,Le Mans
Je prévois de voyager de Limoges à Marseille en train.,Limoges,Marseille
Pourquoi ne pas partir de Pau à Le Havre en train ce week-end ?,Pau,Le Havre
"Allons de Nice à Bordeaux en train, qu'en penses-tu ?",Nice,Bordeaux
"Allons de Toulon à Montpellier en train, qu'en penses-tu ?",Toulon,Montpellier
Je rêve de faire un voyage en train de Nîmes à Béziers.,Nîmes,Béziers
Je rêve de faire un voyage en train de Tourcoing à Strasbourg.,Tourcoing,Strasbourg
Je rêve de faire un voyage en train de Rouen à Clermont-Ferrand.,Rouen,Clermont-Ferrand
Je m'apprête à réserver un billet de train pour Nîmes depuis Aix-en-Provence.,Aix-en-Provence,Nîmes
Rennes est une belle ville. Je veux y aller en train depuis Saint-Denis.,Saint-Denis,Rennes
Le train de Nantes à Aix-en-Provence est-il disponible demain ?,Nantes,Aix-en-Provence
Partir de Rouen pour Amiens en train serait génial.,Rouen,Amiens
Je veux prendre le train de Rouen à Le Havre.,Rouen,Le Havre
Rouen est une belle ville. Je veux y aller en train depuis Amiens.,Amiens,Rouen
Je songe à voyager en train de Perpignan vers Paris.,Perpignan,Paris
Je m'apprête à réserver un billet de train pour Le Havre depuis Le Mans.,Le Mans,Le Havre
"De Amiens à Bordeaux, le train est mon choix préféré.",Amiens,Bordeaux
Le train est le meilleur moyen de se rendre de Marseille à Clermont-Ferrand.,Marseille,Clermont-Ferrand
Partir de Le Mans pour Clermont-Ferrand en train serait génial.,Le Mans,Clermont-Ferrand
Le train de Béziers à Perpignan est-il disponible demain ?,Béziers,Perpignan
Le train de Béziers à Le Mans est-il disponible demain ?,Béziers,Le Mans
Je m'apprête à réserver un billet de train pour Strasbourg depuis Toulon.,Toulon,Strasbourg
"Voyager de Le Mans à Lille en train, est-ce une option possible ?",Le Mans,Lille
Partir de Besançon pour Lille en train serait génial.,Besançon,Lille
C'est le moment idéal pour un voyage de Limoges à Nîmes en train.,Limoges,Nîmes
Je prévois de voyager de Nîmes à Toulon en train.,Nîmes,Toulon
Je rêve de faire un voyage en train de Saint-Étienne à Toulon.,Saint-Étienne,Toulon
Nice est une belle ville. Je veux y aller en train depuis Le Mans.,Le Mans,Nice
Je veux prendre le train de Tourcoing à Paris.,Tourcoing,Paris
Je prévois de voyager de Toulouse à Tourcoing en train.,Toulouse,Tourcoing
Je vais explorer Nice en train en partant de Toulon.,Toulon,Nice
"De Saint-Denis à Nantes, le train est le choix le plus pratique.",Saint-Denis,Nantes
Le voyage de Lyon à Limoges en train est une excellente idée.,Lyon,Limoges
Je rêve de visiter Lille en prenant le train depuis Bordeaux.,Bordeaux,Lille
Je veux prendre le train de Aix-en-Provence à Montpellier.,Aix-en-Provence,Montpellier
Je vais explorer Calais en train en partant de Rennes.,Rennes,Calais
Le train de Le Havre à Saint-Étienne est-il disponible demain ?,Le Havre,Saint-Étienne
"Voyager de Toulon à Toulouse en train, est-ce une option possible ?",Toulon,Toulouse
Le voyage de Nantes à Strasbourg en train est une excellente idée.,Nantes,Strasbourg
Mon prochain voyage sera de Bordeaux à Calais en train.,Bordeaux,Calais
Le voyage de Nice à Montpellier en train est une excellente idée.,Nice,Montpellier
Le trajet en train de Amiens à Le Mans est long mais pittoresque.,Amiens,Le Mans
Mon prochain voyage sera de La Rochelle à Paris en train.,La Rochelle,Paris
Je vais explorer Nîmes en train en partant de Montpellier.,Montpellier,Nîmes
"Voyager de Calais à Montpellier en train, est-ce une option possible ?",Calais,Montpellier
Le voyage de Saint-Denis à Clermont-Ferrand en train est une excellente idée.,Saint-Denis,Clermont-Ferrand
Le train de Tourcoing à Bordeaux est-il disponible demain ?,Tourcoing,Bordeaux
Je rêve de visiter Clermont-Ferrand en prenant le train depuis Amiens.,Amiens,Clermont-Ferrand
Je souhaite découvrir Rennes en prenant le train depuis Amiens.,Amiens,Rennes
Je rêve de faire un voyage en train de Tourcoing à Limoges.,Tourcoing,Limoges
Partir de Tourcoing pour Saint-Denis en train serait génial.,Tourcoing,Saint-Denis
Je souhaite découvrir Marseille en prenant le train depuis Saint-Denis.,Saint-Denis,Marseille
Le train de Aix-en-Provence à Bordeaux est-il disponible demain ?,Aix-en-Provence,Bordeaux
C'est le moment idéal pour un voyage de Montpellier à Tourcoing en train.,Montpellier,Tourcoing
"De Le Havre à Nîmes, le train est mon choix préféré.",Le Havre,Nîmes
"Allons de Lille à Pau en train, qu'en penses-tu ?",Lille,Pau
Je rêve de faire un voyage en train de Clermont-Ferrand à Lille.,Clermont-Ferrand,Lille
Le trajet en train de Rouen à Toulon est long mais pittoresque.,Rouen,Toulon
Le train de Amiens à Clermont-Ferrand offre une vue magnifique.,Amiens,Clermont-Ferrand
Mon prochain voyage sera de Toulouse à Amiens en train.,Toulouse,Amiens
"De Calais à Saint-Denis, le train est mon choix préféré.",Calais,Saint-Denis
Je veux prendre le train de Tourcoing à Nantes.,Tourcoing,Nantes
Je souhaite découvrir Toulon en prenant le train depuis Rouen.,Rouen,Toulon
Partir de Marseille pour Paris en train serait génial.,Marseille,Paris
Mon prochain voyage sera de Béziers à Lyon en train.,Béziers,Lyon
"Voyager de Béziers à Nice en train, est-ce une option possible ?",Béziers,Nice
Mon prochain voyage sera de Strasbourg à Lille en train.,Strasbourg,Lille
Mon prochain voyage sera de Amiens à Strasbourg en train.,Amiens,Strasbourg
Je rêve de faire un voyage en train de Montpellier à Orléans.,Montpellier,Orléans
Je veux prendre le train de Strasbourg à Nîmes.,Strasbourg,Nîmes
J'ai prévu de partir en train de Clermont-Ferrand à Toulouse.,Clermont-Ferrand,Toulouse
Je rêve de visiter Orléans en prenant le train depuis Amiens.,Amiens,Orléans
Toulon est une belle ville. Je veux y aller en train depuis Rennes.,Rennes,Toulon
Je rêve de visiter La Rochelle en prenant le train depuis Le Mans.,Le Mans,La Rochelle
"Voyager de La Rochelle à Lille en train, est-ce une option possible ?",La Rochelle,Lille
"Allons de Le Havre à Bordeaux en train, qu'en penses-tu ?",Le Havre,Bordeaux
C'est le moment idéal pour un voyage de Saint-Denis à Tourcoing en train.,Saint-Denis,Tourcoing
Le train de Aix-en-Provence à Nîmes offre une vue magnifique.,Aix-en-Provence,Nîmes
Le trajet en train de Béziers à Rouen est long mais pittoresque.,Béziers,Rouen
"Voyager de Amiens à Saint-Denis en train, est-ce une option possible ?",Amiens,Saint-Denis
"Voyager de Lille à Lyon en train, est-ce une option possible ?",Lille,Lyon
Partir de Bordeaux pour La Rochelle en train serait génial.,Bordeaux,La Rochelle
J'ai prévu de partir en train de Nice à Nantes.,Nice,Nantes
Pourquoi ne pas partir de Nantes à Limoges en train ce week-end ?,Nantes,Limoges
Le train est le meilleur moyen de se rendre de Montpellier à Perpignan.,Montpellier,Perpignan
Partir de Lyon pour Besançon en train serait génial.,Lyon,Besançon
J'ai prévu de partir en train de Toulon à Montpellier.,Toulon,Montpellier
Je souhaite découvrir Tourcoing en prenant le train depuis Nice.,Nice,Tourcoing
Le trajet en train de Rouen à Tourcoing est long mais pittoresque.,Rouen,Tourcoing
J'ai prévu de partir en train de Saint-Denis à Lille.,Saint-Denis,Lille
Le trajet en train de Toulon à Clermont-Ferrand est long mais pittoresque.,Toulon,Clermont-Ferrand
Pourquoi ne pas partir de Le Mans à Rouen en train ce week-end ?,Le Mans,Rouen
Je m'apprête à réserver un billet de train pour Béziers depuis Tourcoing.,Tourcoing,Béziers
Je rêve de faire un voyage en train de Montpellier à Pau.,Montpellier,Pau
"De Aix-en-Provence à Nantes, le train est mon choix préféré.",Aix-en-Provence,Nantes
Le trajet en train de Strasbourg à Saint-Étienne est long mais pittoresque.,Strasbourg,Saint-Étienne
Je rêve de faire un voyage en train de Limoges à Nice.,Limoges,Nice
Le voyage de Orléans à Montpellier en train est une excellente idée.,Orléans,Montpellier
"Pour mes prochaines vacances, je vais de Montpellier à Besançon en train.",Montpellier,Besançon
Le train de Saint-Denis à Calais offre une vue magnifique.,Saint-Denis,Calais
Strasbourg est une belle ville. Je veux y aller en train depuis Orléans.,Orléans,Strasbourg
Le train est le meilleur moyen de se rendre de Pau à Tourcoing.,Pau,Tourcoing
"Allons de Amiens à Montpellier en train, qu'en penses-tu ?",Amiens,Montpellier
Partir de Rouen pour Montpellier en train serait génial.,Rouen,Montpellier
Pau est une belle ville. Je veux y aller en train depuis Tourcoing.,Tourcoing,Pau
Je souhaite découvrir Béziers en prenant le train depuis Le Mans.,Le Mans,Béziers
"Pour mes prochaines vacances, je vais de Toulouse à Paris en train.",Toulouse,Paris
Le trajet en train de Montpellier à Le Mans est long mais pittoresque.,Montpellier,Le Mans
Je rêve de visiter Toulon en prenant le train depuis Nantes.,Nantes,Toulon
Je prévois de voyager de Perpignan à Nîmes en train.,Perpignan,Nîmes
Je souhaite découvrir Aix-en-Provence en prenant le train depuis Le Havre.,Le Havre,Aix-en-Provence
Partir de Calais pour Le Havre en train serait génial.,Calais,Le Havre
Je songe à voyager en train de Rennes vers Nice.,Rennes,Nice
"Allons de Orléans à Strasbourg en train, qu'en penses-tu ?",Orléans,Strasbourg
Le train de Calais à Rouen est-il disponible demain ?,Calais,Rouen
Je m'apprête à réserver un billet de train pour Le Mans depuis Rouen.,Rouen,Le Mans
Je veux prendre le train de Tourcoing à Limoges.,Tourcoing,Limoges
Je veux prendre le train de Saint-Étienne à Lyon.,Saint-Étienne,Lyon
Je rêve de faire un voyage en train de Saint-Étienne à Tourcoing.,Saint-Étienne,Tourcoing
Paris est une belle ville. Je veux y aller en train depuis Toulon.,Toulon,Paris
"De Le Havre à Bordeaux, le train est le choix le plus pratique.",Le Havre,Bordeaux
Le trajet en train de Calais à Saint-Denis est long mais pittoresque.,Calais,Saint-Denis
Le train de Saint-Étienne à Paris offre une vue magnifique.,Saint-Étienne,Paris
Partir de Le Mans pour Orléans en train serait génial.,Le Mans,Orléans
Je m'apprête à réserver un billet de train pour Tourcoing depuis Limoges.,Limoges,Tourcoing
Le train de Nantes à Rennes est-il disponible demain ?,Nantes,Rennes
"Pour mes prochaines vacances, je vais de Clermont-Ferrand à Pau en train.",Clermont-Ferrand,Pau
C'est le moment idéal pour un voyage de Nantes à Perpignan en train.,Nantes,Perpignan
"Pour mes prochaines vacances, je vais de Le Havre à Calais en train.",Le Havre,Calais
"De Strasbourg à Calais, le train est mon choix préféré.",Strasbourg,Calais
Pourquoi ne pas partir de Marseille à Saint-Étienne en train ce week-end ?,Marseille,Saint-Étienne
"Voyager de Rouen à Saint-Denis en train, est-ce une option possible ?",Rouen,Saint-Denis
"Allons de Tourcoing à Bordeaux en train, qu'en penses-tu ?",Tourcoing,Bordeaux
Je rêve de faire un voyage en train de Calais à Le Mans.,Calais,Le Mans
"Voyager de Marseille à Le Mans en train, est-ce une option possible ?",Marseille,Le Mans
Partir de Toulouse pour Saint-Denis en train serait génial.,Toulouse,Saint-Denis
"De Clermont-Ferrand à Limoges, le train est le choix le plus pratique.",Clermont-Ferrand,Limoges
Le train est le meilleur moyen de se rendre de Besançon à Rennes.,Besançon,Rennes
"De Tourcoing à Montpellier, le train est le choix le plus pratique.",Tourcoing,Montpellier
Je rêve de visiter Saint-Étienne en prenant le train depuis Perpignan.,Perpignan,Saint-Étienne
Partir de Nice pour La Rochelle en train serait génial.,Nice,La Rochelle
Je songe à voyager en train de Toulon vers Saint-Étienne.,Toulon,Saint-Étienne
"Voyager de Perpignan à Montpellier en train, est-ce une option possible ?",Perpignan,Montpellier
Je m'apprête à réserver un billet de train pour Limoges depuis Paris.,Paris,Limoges
Je vais explorer Le Havre en train en partant de Rennes.,Rennes,Le Havre
Je vais explorer Le Havre en train en partant de Saint-Denis.,Saint-Denis,Le Havre
"Voyager de Saint-Denis à Strasbourg en train, est-ce une option possible ?",Saint-Denis,Strasbourg
Je rêve de visiter Bordeaux en prenant le train depuis Perpignan.,Perpignan,Bordeaux
"Allons de Montpellier à Nîmes en train, qu'en penses-tu ?",Montpellier,Nîmes
"De Nice à Le Havre, le train est mon choix préféré.",Nice,Le Havre
Je rêve de visiter Amiens en prenant le train depuis Saint-Étienne.,Saint-Étienne,Amiens
Je veux prendre le train de Paris à La Rochelle.,Paris,La Rochelle
Le train de Nîmes à Paris est-il disponible demain ?,Nîmes,Paris
Je veux prendre le train de Rouen à La Rochelle.,Rouen,La Rochelle
Le trajet en train de Toulouse à Nantes est long mais pittoresque.,Toulouse,Nantes
Partir de Rennes pour Perpignan en train serait génial.,Rennes,Perpignan
Je souhaite découvrir Paris en prenant le train depuis Nîmes.,Nîmes,Paris
"Allons de Lille à La Rochelle en train, qu'en penses-tu ?",Lille,La Rochelle
"Allons de Lyon à Tourcoing en train, qu'en penses-tu ?",Lyon,Tourcoing
"Allons de Marseille à Amiens en train, qu'en penses-tu ?",Marseille,Amiens
Tourcoing est une belle ville. Je veux y aller en train depuis Limoges.,Limoges,Tourcoing
Toulouse est une belle ville. Je veux y aller en train depuis Saint-Étienne.,Saint-Étienne,Toulouse
Je veux prendre le train de Béziers à Saint-Denis.,Béziers,Saint-Denis
Saint-Denis est une belle ville. Je veux y aller en train depuis Lyon.,Lyon,Saint-Denis
"Voyager de Montpellier à Orléans en train, est-ce une option possible ?",Montpellier,Orléans
Le trajet en train de Lille à Bordeaux est long mais pittoresque.,Lille,Bordeaux
Le train est le meilleur moyen de se rendre de Rennes à Calais.,Rennes,Calais
C'est le moment idéal pour un voyage de Rouen à Le Mans en train.,Rouen,Le Mans
Je rêve de faire un voyage en train de La Rochelle à Paris.,La Rochelle,Paris
Montpellier est une belle ville. Je veux y aller en train depuis Nîmes.,Nîmes,Montpellier
Je prévois de voyager de Clermont-Ferrand à Le Mans en train.,Clermont-Ferrand,Le Mans
"De Saint-Étienne à Montpellier, le train est mon choix préféré.",Saint-Étienne,Montpellier
Je veux prendre le train de Saint-Denis à Calais.,Saint-Denis,Calais
"Pour mes prochaines vacances, je vais de Clermont-Ferrand à Tourcoing en train.",Clermont-Ferrand,Tourcoing
Le train de Orléans à Bordeaux est-il disponible demain ?,Orléans,Bordeaux
Nice est une belle ville. Je veux y aller en train depuis Amiens.,Amiens,Nice
"Allons de Toulouse à Béziers en train, qu'en penses-tu ?",Toulouse,Béziers
Je m'apprête à réserver un billet de train pour Le Havre depuis Besançon.,Besançon,Le Havre
Je rêve de faire un voyage en train de Toulon à Lille.,Toulon,Lille
J'ai prévu de partir en train de Amiens à Perpignan.,Amiens,Perpignan
Je souhaite découvrir Le Havre en prenant le train depuis Calais.,Calais,Le Havre
Partir de Saint-Étienne pour Nice en train serait génial.,Saint-Étienne,Nice
Je vais explorer Rennes en train en partant de Saint-Étienne.,Saint-Étienne,Rennes
